Ç°ºó×ºÃû³Æ	ÊÇ·ñÇ°×º	ÎåÐÐÊôÐÔÒªÇó	µÈ¼¶ÒªÇó	ÊôÐÔµ÷ÕûÀà±ð	²ÎÊý1×îÐ¡Öµ	²ÎÊý1×î´óÖµ	²ÎÊý2×îÐ¡Öµ	²ÎÊý2×î´óÖµ	²ÎÊý3×îÐ¡Öµ	²ÎÊý3×î´óÖµ	Ð§¹ûËµÃ÷	½ü³ÌÎäÆ÷	°µÆ÷	¿ø¼×	½äÖ¸	ÏîÁ´	Ñ¥×Ó	Ñü´ø	Í·¿ø	»¤Íó	Ñü×¹	Âí
T¨ng Ho¶ s¸t	0	3	2	122	90	100	-1	-1	0	0	¼Ó»ðÉËº¦	500000	500000	0	0	0	0	0	0	0	0	0
T¨ng Ho¶ s¸t	0	3	3	122	100	110	-1	-1	0	0	¼Ó»ðÉËº¦	500000	500000	0	0	0	0	0	0	0	0	0
T¨ng Ho¶ s¸t	0	3	4	122	110	120	-1	-1	0	0	¼Ó»ðÉËº¦	500000	500000	0	0	0	0	0	0	0	0	0
T¨ng Ho¶ s¸t	0	3	5	122	120	150	-1	-1	0	0	¼Ó»ðÉËº¦	500000	500000	0	0	0	0	0	0	0	0	0
T¨ng Ho¶ s¸t	0	3	6	122	150	180	-1	-1	0	0	¼Ó»ðÉËº¦	500000	500000	0	0	0	0	0	0	0	0	0
T¨ng Ho¶ s¸t	0	3	7	122	180	210	-1	-1	0	0	¼Ó»ðÉËº¦	500000	500000	0	0	0	0	0	0	0	0	0
T¨ng Ho¶ s¸t	0	3	8	122	210	240	-1	-1	0	0	¼Ó»ðÉËº¦	500000	500000	0	0	0	0	0	0	0	0	0
T¨ng Ho¶ s¸t	0	3	9	122	240	270	-1	-1	0	0	¼Ó»ðÉËº¦	500000	500000	0	0	0	0	0	0	0	0	0
T¨ng Ho¶ s¸t	0	3	10	122	270	300	-1	-1	0	0	¼Ó»ðÉËº¦	500000	500000	0	0	0	0	0	0	0	0	0
T¨ng L«i s¸t	0	4	1	124	81	90	-1	-1	0	0	¼ÓµçÉËº¦	500000	500000	0	0	0	0	0	0	0	0	0
T¨ng L«i s¸t	0	4	2	124	90	100	-1	-1	0	0	¼ÓµçÉËº¦	500000	500000	0	0	0	0	0	0	0	0	0
T¨ng L«i s¸t	0	4	3	124	100	110	-1	-1	0	0	¼ÓµçÉËº¦	500000	500000	0	0	0	0	0	0	0	0	0
T¨ng L«i s¸t	0	4	4	124	110	120	-1	-1	0	0	¼ÓµçÉËº¦	500000	500000	0	0	0	0	0	0	0	0	0
T¨ng L«i s¸t	0	4	5	124	120	150	-1	-1	0	0	¼ÓµçÉËº¦	500000	500000	0	0	0	0	0	0	0	0	0
T¨ng L«i s¸t	0	4	6	124	150	180	-1	-1	0	0	¼ÓµçÉËº¦	500000	500000	0	0	0	0	0	0	0	0	0
T¨ng L«i s¸t	0	4	7	124	180	210	-1	-1	0	0	¼ÓµçÉËº¦	500000	500000	0	0	0	0	0	0	0	0	0
T¨ng L«i s¸t	0	4	8	124	210	240	-1	-1	0	0	¼ÓµçÉËº¦	500000	500000	0	0	0	0	0	0	0	0	0
T¨ng L«i s¸t	0	4	9	124	240	270	-1	-1	0	0	¼ÓµçÉËº¦	500000	500000	0	0	0	0	0	0	0	0	0
T¨ng L«i s¸t	0	4	10	124	270	300	-1	-1	0	0	¼ÓµçÉËº¦	500000	500000	0	0	0	0	0	0	0	0	0
ChuyÓn hãa s¸t th­¬ng vËt lý thµnh Néi lùc	0	0	3	134	2	4	-1	-1	0	0	ÎïÀíÉËº¦ÎüÊÕ£¨×ª»¯ÎªÄÚÁ¦Ìá¸ß£©	0	0	500000	0	0	500000	500000	500000	500000	0	0
ChuyÓn hãa s¸t th­¬ng vËt lý thµnh Néi lùc	0	0	6	134	4	7	-1	-1	0	0	ÎïÀíÉËº¦ÎüÊÕ£¨×ª»¯ÎªÄÚÁ¦Ìá¸ß£©	0	0	500000	0	0	500000	500000	500000	500000	0	0
ChuyÓn hãa s¸t th­¬ng vËt lý thµnh Néi lùc	0	0	10	134	7	10	-1	-1	0	0	ÎïÀíÉËº¦ÎüÊÕ£¨×ª»¯ÎªÄÚÁ¦Ìá¸ß£©	0	0	500000	0	0	500000	500000	500000	500000	0	0
Bá qua s¸t th­¬ng vËt lý	0	3	2	104	21	25	-1	-1	0	0	ÎïÃâ°Ù·Ö±È	0	0	600000	0	0	600000	600000	600000	600000	0	0
Bá qua s¸t th­¬ng vËt lý	0	3	4	104	25	30	-1	-1	0	0	ÎïÃâ°Ù·Ö±È	0	0	600000	0	0	600000	600000	600000	600000	0	0
Bá qua s¸t th­¬ng vËt lý	0	3	6	104	30	45	-1	-1	0	0	ÎïÃâ°Ù·Ö±È	0	0	600000	0	0	600000	600000	600000	600000	0	0
Bá qua s¸t th­¬ng vËt lý	0	3	8	104	45	60	-1	-1	0	0	ÎïÃâ°Ù·Ö±È	0	0	600000	0	0	600000	600000	600000	600000	0	0
Bá qua s¸t th­¬ng vËt lý	0	3	10	104	60	75	-1	-1	0	0	ÎïÃâ°Ù·Ö±È	0	0	600000	0	0	600000	600000	600000	600000	0	0
t¨ng kh¸ng ®éc	0	0	2	101	21	25	-1	-1	0	0	¼Ó¿¹¶¾ÐÔ	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0
t¨ng kh¸ng ®éc	0	0	4	101	25	30	-1	-1	0	0	¼Ó¿¹¶¾ÐÔ	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0
t¨ng kh¸ng ®éc	0	0	6	101	30	45	-1	-1	0	0	¼Ó¿¹¶¾ÐÔ	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0
t¨ng kh¸ng ®éc	0	0	8	101	45	60	-1	-1	0	0	¼Ó¿¹¶¾ÐÔ	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0
t¨ng kh¸ng ®éc	0	0	10	101	60	75	-1	-1	0	0	¼Ó¿¹¶¾ÐÔ	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0
T¨ng kh¸ng b¨ng	0	4	2	105	21	25	-1	-1	0	0	¼Ó¿¹±ùÐÔ	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0
T¨ng kh¸ng b¨ng	0	4	4	105	25	30	-1	-1	0	0	¼Ó¿¹±ùÐÔ	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0
T¨ng kh¸ng b¨ng	0	4	6	105	30	45	-1	-1	0	0	¼Ó¿¹±ùÐÔ	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0
T¨ng kh¸ng b¨ng	0	4	8	105	45	60	-1	-1	0	0	¼Ó¿¹±ùÐÔ	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0
T¨ng kh¸ng b¨ng	0	4	10	105	60	75	-1	-1	0	0	¼Ó¿¹±ùÐÔ	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0
t¨ng kh¸ng Háa	0	2	2	102	21	25	-1	-1	0	0	¼Ó¿¹»ðÐÔ	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0
t¨ng kh¸ng Háa	0	2	4	102	25	30	-1	-1	0	0	¼Ó¿¹»ðÐÔ	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0
t¨ng kh¸ng Háa	0	2	6	102	30	45	-1	-1	0	0	¼Ó¿¹»ðÐÔ	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0
t¨ng kh¸ng Háa	0	2	8	102	45	60	-1	-1	0	0	¼Ó¿¹»ðÐÔ	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0
t¨ng kh¸ng Háa	0	2	10	102	60	75	-1	-1	0	0	¼Ó¿¹»ðÐÔ	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0
T¨ng kh¸ng L«i	0	1	1	103	21	25	-1	-1	0	0	¼Ó¿¹µçÐÔ	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0
T¨ng kh¸ng L«i	0	1	4	103	25	30	-1	-1	0	0	¼Ó¿¹µçÐÔ	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0
T¨ng kh¸ng L«i	0	1	7	103	30	45	-1	-1	0	0	¼Ó¿¹µçÐÔ	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0
T¨ng kh¸ng L«i	0	1	8	103	45	60	-1	-1	0	0	¼Ó¿¹µçÐÔ	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0
T¨ng kh¸ng L«i	0	1	10	103	60	90	-1	-1	0	0	¼Ó¿¹µçÐÔ	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0
ChuyÓn hãa s¸t th­¬ng vËt lý thµnh Néi lùc	0	2	3	134	2	6	-1	-1	0	0	±ùÎüÊÕ£¨×ª»¯ÎªÄÚÁ¦Ìá¸ß£©	120000	120000	120000	120000	120000	120000	120000	120000	120000	120000	0
ChuyÓn hãa s¸t th­¬ng vËt lý thµnh Néi lùc	0	2	6	134	6	10	-1	-1	0	0	±ùÎüÊÕ£¨×ª»¯ÎªÄÚÁ¦Ìá¸ß£©	120000	120000	120000	120000	120000	120000	120000	120000	120000	120000	0
ChuyÓn hãa s¸t th­¬ng vËt lý thµnh Néi lùc	0	2	10	134	10	15	-1	-1	0	0	±ùÎüÊÕ£¨×ª»¯ÎªÄÚÁ¦Ìá¸ß£©	120000	120000	120000	120000	120000	120000	120000	120000	120000	120000	0
T¨ng thÓ lùc	0	2	1	99	11	16	-1	-1	0	0	¼ÓÌåÖÊ	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	0
T¨ng thÓ lùc	0	2	2	99	13	18	-1	-1	0	0	¼ÓÌåÖÊ	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	0
T¨ng thÓ lùc	0	2	3	99	15	20	-1	-1	0	0	¼ÓÌåÖÊ	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	0
T¨ng thÓ lùc	0	2	4	99	17	24	-1	-1	0	0	¼ÓÌåÖÊ	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	0
T¨ng thÓ lùc	0	2	5	99	24	30	-1	-1	0	0	¼ÓÌåÖÊ	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	0
T¨ng thÓ lùc	0	2	6	99	30	36	-1	-1	0	0	¼ÓÌåÖÊ	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	0
T¨ng thÓ lùc	0	2	7	99	36	42	-1	-1	0	0	¼ÓÌåÖÊ	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	0
T¨ng thÓ lùc	0	2	8	99	42	48	-1	-1	0	0	¼ÓÌåÖÊ	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	0
T¨ng thÓ lùc	0	2	9	99	48	54	-1	-1	0	0	¼ÓÌåÖÊ	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	0
T¨ng thÓ lùc	0	2	10	99	54	60	-1	-1	0	0	¼ÓÌåÖÊ	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	0
Chèng cho¸ng	0	2	4	110	20	40	-1	-1	0	0	ÃâÒßÑ£ÔÎ×´Ì¬	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	0
Chèng cho¸ng	0	2	7	110	40	60	-1	-1	0	0	ÃâÒßÑ£ÔÎ×´Ì¬	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	0
Chèng cho¸ng	0	2	10	110	60	80	-1	-1	0	0	ÃâÒßÑ£ÔÎ×´Ì¬	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	0
ChuyÓn hãa s¸t th­¬ng vËt lý thµnh Néi lùc	0	1	3	134	2	6	-1	-1	0	0	¶¾ÎüÊÕ	0	0	12000	12000	12000	12000	12000	12000	12000	12000	0
ChuyÓn hãa s¸t th­¬ng vËt lý thµnh Néi lùc	0	1	6	134	6	10	-1	-1	0	0	¶¾ÎüÊÕ	0	0	12000	12000	12000	12000	12000	12000	12000	12000	0
ChuyÓn hãa s¸t th­¬ng vËt lý thµnh Néi lùc	0	1	10	134	10	15	-1	-1	0	0	¶¾ÎüÊÕ	0	0	12000	12000	12000	12000	12000	12000	12000	12000	0
T¨ng May m¾n	0	1	1	135	1	1	-1	-1	0	0	¼ÓÔËÆø	0	0	0	100000	100000	0	0	0	0	100000	0
T¨ng May m¾n	0	1	2	135	2	2	-1	-1	0	0	¼ÓÔËÆø	0	0	0	100000	100000	0	0	0	0	100000	0
T¨ng May m¾n	0	1	3	135	3	3	-1	-1	0	0	¼ÓÔËÆø	0	0	0	100000	100000	0	0	0	0	100000	0
T¨ng May m¾n	0	1	4	135	4	4	-1	-1	0	0	¼ÓÔËÆø	0	0	0	100000	100000	0	0	0	0	100000	0
T¨ng May m¾n	0	1	5	135	5	5	-1	-1	0	0	¼ÓÔËÆø	0	0	0	100000	100000	0	0	0	0	100000	0
T¨ng May m¾n	0	1	6	135	6	6	-1	-1	0	0	¼ÓÔËÆø	0	0	0	100000	100000	0	0	0	0	100000	0
T¨ng May m¾n	0	1	7	135	7	7	-1	-1	0	0	¼ÓÔËÆø	0	0	0	100000	100000	0	0	0	0	100000	0
T¨ng May m¾n	0	1	8	135	8	8	-1	-1	0	0	¼ÓÔËÆø	0	0	0	100000	100000	0	0	0	0	100000	0
T¨ng May m¾n	0	1	9	135	9	9	-1	-1	0	0	¼ÓÔËÆø	0	0	0	100000	100000	0	0	0	0	100000	0
T¨ng May m¾n	0	1	10	135	10	10	-1	-1	0	0	¼ÓÔËÆø	0	0	0	100000	100000	0	0	0	0	100000	0
ChuyÓn hãa s¸t th­¬ng vËt lý thµnh Néi lùc	0	3	3	134	2	6	-1	-1	0	0	»ðÎüÊÕ	0	0	12000	0	0	12000	12000	12000	12000	0	0
ChuyÓn hãa s¸t th­¬ng vËt lý thµnh Néi lùc	0	3	6	134	6	10	-1	-1	0	0	»ðÎüÊÕ	0	0	12000	0	0	12000	12000	12000	12000	0	0
ChuyÓn hãa s¸t th­¬ng vËt lý thµnh Néi lùc	0	3	10	134	10	15	-1	-1	0	0	»ðÎüÊÕ	0	0	12000	0	0	12000	12000	12000	12000	0	0
Gi¶m thêi gian ®ãng b¨ng	0	3	3	106	20	40	-1	-1	0	0	½µµÍ±ù¶³Ê±¼ä	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	0
Gi¶m thêi gian ®ãng b¨ng	0	3	6	106	40	60	-1	-1	0	0	½µµÍ±ù¶³Ê±¼ä	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	0
Gi¶m thêi gian ®ãng b¨ng	0	3	10	106	60	80	-1	-1	0	0	²»¿É¶³½á	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	0
T¨ng th©n ph¸p	0	3	1	98	21	22	-1	-1	0	0	¼ÓÃô½Ý	0	0	100000	100000	100000	100000	100000	100000	100000	100000	0
T¨ng th©n ph¸p	0	3	2	98	23	24	-1	-1	0	0	¼ÓÃô½Ý	0	0	100000	100000	100000	100000	100000	100000	100000	100000	0
T¨ng th©n ph¸p	0	3	3	98	25	26	-1	-1	0	0	¼ÓÃô½Ý	0	0	100000	100000	100000	100000	100000	100000	100000	100000	0
T¨ng th©n ph¸p	0	3	4	98	27	28	-1	-1	0	0	¼ÓÃô½Ý	0	0	100000	100000	100000	100000	100000	100000	100000	100000	0
T¨ng th©n ph¸p	0	3	5	98	29	30	-1	-1	0	0	¼ÓÃô½Ý	0	0	100000	100000	100000	100000	100000	100000	100000	100000	0
T¨ng th©n ph¸p	0	3	6	98	31	36	-1	-1	0	0	¼ÓÃô½Ý	0	0	100000	100000	100000	100000	100000	100000	100000	100000	0
T¨ng th©n ph¸p	0	3	7	98	36	42	-1	-1	0	0	¼ÓÃô½Ý	0	0	100000	100000	100000	100000	100000	100000	100000	100000	0
T¨ng th©n ph¸p	0	3	8	98	42	48	-1	-1	0	0	¼ÓÃô½Ý	0	0	100000	100000	100000	100000	100000	100000	100000	100000	0
T¨ng th©n ph¸p	0	3	9	98	48	54	-1	-1	0	0	¼ÓÃô½Ý	0	0	100000	100000	100000	100000	100000	100000	100000	100000	0
T¨ng th©n ph¸p	0	3	10	98	54	60	-1	-1	0	0	¼ÓÃô½Ý	0	0	100000	100000	100000	100000	100000	100000	100000	100000	0
ChuyÓn hãa s¸t th­¬ng vËt lý thµnh Néi lùc	0	4	3	134	2	6	-1	-1	0	0	µçÎüÊÕ	12000	12000	12000	12000	12000	12000	12000	12000	12000	12000	0
ChuyÓn hãa s¸t th­¬ng vËt lý thµnh Néi lùc	0	4	6	134	6	10	-1	-1	0	0	µçÎüÊÕ	12000	12000	12000	12000	12000	12000	12000	12000	12000	12000	0
ChuyÓn hãa s¸t th­¬ng vËt lý thµnh Néi lùc	0	4	10	134	10	15	-1	-1	0	0	µçÎüÊÕ	12000	12000	12000	12000	12000	12000	12000	12000	12000	12000	0
Gi¶m thêi gian tróng ®éc	0	4	4	108	20	40	-1	-1	0	0	½µµÍÖÐ¶¾Ê±¼ä	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	0
Gi¶m thêi gian tróng ®éc	0	4	6	108	40	60	-1	-1	0	0	½µµÍÖÐ¶¾Ê±¼ä	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	0
Gi¶m thêi gian tróng ®éc	0	4	10	108	60	80	-1	-1	0	0	½µµÍÖÐ¶¾Ê±¼ä	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	0
T¨ng Kü n¨ng hÖ Kim	0	0	1	140	201	220	-1	-1	0	0	¼Ó½ðÏµ¼¼ÄÜÉËº¦	0	0	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Kim	0	0	2	140	220	240	-1	-1	0	0	¼Ó½ðÏµ¼¼ÄÜÉËº¦	0	0	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Kim	0	0	3	140	240	260	-1	-1	0	0	¼Ó½ðÏµ¼¼ÄÜÉËº¦	0	0	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Kim	0	0	4	140	260	280	-1	-1	0	0	¼Ó½ðÏµ¼¼ÄÜÉËº¦	0	0	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Kim	0	0	5	140	280	300	-1	-1	0	0	¼Ó½ðÏµ¼¼ÄÜÉËº¦	0	0	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Kim	0	0	6	140	300	360	-1	-1	0	0	¼Ó½ðÏµ¼¼ÄÜÉËº¦	0	0	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Kim	0	0	7	140	360	420	-1	-1	0	0	¼Ó½ðÏµ¼¼ÄÜÉËº¦	0	0	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Kim	0	0	8	140	420	480	-1	-1	0	0	¼Ó½ðÏµ¼¼ÄÜÉËº¦	0	0	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Kim	0	0	9	140	480	540	-1	-1	0	0	¼Ó½ðÏµ¼¼ÄÜÉËº¦	0	0	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Kim	0	0	10	140	540	600	-1	-1	0	0	¼Ó½ðÏµ¼¼ÄÜÉËº¦	0	0	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Thñy	0	2	1	141	201	220	-1	-1	0	0	¼ÓË®Ïµ¼¼ÄÜÉËº¦	0	0	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Thñy	0	2	2	141	220	240	-1	-1	0	0	¼ÓË®Ïµ¼¼ÄÜÉËº¦	0	0	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Thñy	0	2	3	141	240	260	-1	-1	0	0	¼ÓË®Ïµ¼¼ÄÜÉËº¦	0	0	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Thñy	0	2	4	141	260	280	-1	-1	0	0	¼ÓË®Ïµ¼¼ÄÜÉËº¦	0	0	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Thñy	0	2	5	141	280	300	-1	-1	0	0	¼ÓË®Ïµ¼¼ÄÜÉËº¦	0	0	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Thñy	0	2	6	141	300	360	-1	-1	0	0	¼ÓË®Ïµ¼¼ÄÜÉËº¦	0	0	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Thñy	0	2	7	141	360	420	-1	-1	0	0	¼ÓË®Ïµ¼¼ÄÜÉËº¦	0	0	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Thñy	0	2	8	141	420	480	-1	-1	0	0	¼ÓË®Ïµ¼¼ÄÜÉËº¦	0	0	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Thñy	0	2	9	141	480	540	-1	-1	0	0	¼ÓË®Ïµ¼¼ÄÜÉËº¦	0	0	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Thñy	0	2	10	141	540	600	-1	-1	0	0	¼ÓË®Ïµ¼¼ÄÜÉËº¦	0	0	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Háa	0	3	1	142	201	220	-1	-1	0	0	¼Ó»ðÏµ¼¼ÄÜÉËº¦	0	0	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Háa	0	3	2	142	220	240	-1	-1	0	0	¼Ó»ðÏµ¼¼ÄÜÉËº¦	0	0	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Háa	0	3	3	142	240	260	-1	-1	0	0	¼Ó»ðÏµ¼¼ÄÜÉËº¦	0	0	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Háa	0	3	4	142	260	280	-1	-1	0	0	¼Ó»ðÏµ¼¼ÄÜÉËº¦	0	0	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Háa	0	3	5	142	280	300	-1	-1	0	0	¼Ó»ðÏµ¼¼ÄÜÉËº¦	0	0	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Háa	0	3	6	142	300	360	-1	-1	0	0	¼Ó»ðÏµ¼¼ÄÜÉËº¦	0	0	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Háa	0	3	7	142	360	420	-1	-1	0	0	¼Ó»ðÏµ¼¼ÄÜÉËº¦	0	0	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Háa	0	3	8	142	420	480	-1	-1	0	0	¼Ó»ðÏµ¼¼ÄÜÉËº¦	0	0	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Háa	0	3	9	142	480	540	-1	-1	0	0	¼Ó»ðÏµ¼¼ÄÜÉËº¦	0	0	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Háa	0	3	10	142	540	600	-1	-1	0	0	¼Ó»ðÏµ¼¼ÄÜÉËº¦	0	0	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Thæ	0	4	1	143	201	220	-1	-1	0	0	¼ÓÍÁÏµ¼¼ÄÜÉËº¦	0	0	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Thæ	0	4	2	143	220	240	-1	-1	0	0	¼ÓÍÁÏµ¼¼ÄÜÉËº¦	0	0	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Thæ	0	4	3	143	240	260	-1	-1	0	0	¼ÓÍÁÏµ¼¼ÄÜÉËº¦	0	0	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Thæ	0	4	4	143	260	280	-1	-1	0	0	¼ÓÍÁÏµ¼¼ÄÜÉËº¦	0	0	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Thæ	0	4	5	143	280	300	-1	-1	0	0	¼ÓÍÁÏµ¼¼ÄÜÉËº¦	0	0	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Thæ	0	4	6	143	300	360	-1	-1	0	0	¼ÓÍÁÏµ¼¼ÄÜÉËº¦	0	0	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Thæ	0	4	7	143	360	420	-1	-1	0	0	¼ÓÍÁÏµ¼¼ÄÜÉËº¦	0	0	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Thæ	0	4	8	143	420	480	-1	-1	0	0	¼ÓÍÁÏµ¼¼ÄÜÉËº¦	0	0	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Thæ	0	4	9	143	480	540	-1	-1	0	0	¼ÓÍÁÏµ¼¼ÄÜÉËº¦	0	0	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Thæ	0	4	10	143	540	600	-1	-1	0	0	¼ÓÍÁÏµ¼¼ÄÜÉËº¦	0	0	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Méc	0	1	1	144	41	45	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	0	0	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Méc	0	1	2	144	45	50	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	0	0	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Méc	0	1	3	144	50	55	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	0	0	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Méc	0	1	4	144	55	60	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	0	0	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Méc	0	1	5	144	60	75	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	0	0	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Méc	0	1	6	144	75	90	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	0	0	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Méc	0	1	7	144	90	105	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	0	0	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Méc	0	1	8	144	105	120	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	0	0	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Méc	0	1	9	144	120	135	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	0	0	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Méc	0	1	10	144	135	150	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	0	0	0	0	0	0	0	0	0	0	0
T¨ng S¸t th­¬ng hÖ Kim	0	0	1	168	201	220	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	150000	300000	0	0	0	0	0	0	0	0	0
T¨ng S¸t th­¬ng hÖ Kim	0	0	2	168	220	240	-1	-1	0	0	¼ÓÄ¾Ïµ¼¼ÄÜÉËº¦	150000	300000	0	0	0	0	0	0	0	0	0
